Campaign_ID,Campaign_Type,Campaign_Objective,Product_ID,Marketing_Channel,Industry,Target_Audience,Funnel_Stage,Creative_Type,Device_Target,Region_Target,Bid_Strategy,Budget,Budget_Category,Campaign_Duration,Campaign_Status,AI_Campaign_Score,Success_Probability,Risk_Level,Priority,Expected_ROI,Estimated_Revenue,Expected_Conversions,Target_CPA,Target_ROAS,Audience_Size,Optimization_Score,Impressions,Clicks,Conversions,CTR,Spend,Revenue,CPC,CPM,Engagement_Rate,Bounce_Rate,Avg_Session_Duration,Campaign_Success
383,1,3,166,6,3,0,2,1,0,1,3,674450,1,111,0,76,84,2,2,65.47,1116012,2982,226.17,1.65,2647143,93,2085805,147883,13220,7.09,674450,1116012,4.56,323.35,5.51,31.83,212,0
384,3,3,29,2,2,4,2,0,3,2,1,681913,1,106,0,81,88,2,2,105.62,1402149,4304,158.44,2.06,2063025,83,3265946,120513,9954,3.69,681913,1402149,5.66,208.79,5.99,69.35,306,1
385,4,3,191,2,3,2,0,1,2,4,0,424564,2,49,1,82,84,2,2,115.58,915275,4382,96.89,2.16,3504585,80,4360207,63659,9790,1.46,424564,915275,6.67,97.37,11.34,41.82,31,1
386,0,0,49,3,5,1,2,0,1,2,0,905389,1,106,3,76,82,2,2,63.4,1479405,2062,439.08,1.63,4354464,87,4897362,419214,46071,8.56,905389,1479405,2.16,184.87,13.28,65.14,377,1
387,3,5,188,2,7,5,2,4,1,4,3,1463637,0,103,2,88,89,1,2,113.78,3128963,1844,793.73,2.14,3809821,86,1553707,48941,7355,3.15,1463637,3128963,29.91,942.03,15.62,56.41,419,1
388,0,4,192,4,5,1,2,0,1,1,3,972956,1,88,1,95,91,1,0,98.33,1929663,4222,230.45,1.98,4997642,72,2629243,131462,2747,5.0,972956,1929663,7.4,370.05,2.88,34.99,253,1
389,2,3,44,5,0,5,1,3,0,3,0,651004,1,22,3,76,68,2,2,108.06,1354478,4392,148.22,2.08,1623971,65,2545449,170799,7190,6.71,651004,1354478,3.81,255.75,9.15,67.49,423,1
390,4,2,126,1,5,1,0,2,1,0,3,1088384,0,45,2,88,95,1,2,90.81,2076745,4146,262.51,1.91,161373,92,1318253,144216,3994,10.94,1088384,2076745,7.55,825.63,9.2,28.4,94,0
391,5,5,243,0,2,0,2,2,1,3,3,751799,1,97,3,94,86,1,0,102.94,1525700,2712,277.21,2.03,3222610,63,1450757,105760,9888,7.29,751799,1525700,7.11,518.21,12.87,47.8,146,1
392,3,0,88,5,3,5,2,4,2,0,4,561151,1,101,2,92,89,1,0,111.57,1187227,1075,522.0,2.12,1316363,94,2822648,60686,1571,2.15,561151,1187227,9.25,198.8,7.85,46.74,451,1
393,2,1,232,7,6,4,1,4,1,0,0,959581,1,114,3,89,83,1,2,102.78,1945838,3098,309.74,2.03,1682085,70,620944,70973,9198,11.43,959581,1945838,13.52,1545.36,7.69,34.82,172,1
394,1,2,42,5,7,1,2,2,1,4,0,1465366,0,78,2,88,91,1,2,119.51,3216624,497,2948.42,2.2,2958665,93,2143931,179447,30434,8.37,1465366,3216624,8.17,683.49,5.5,37.32,177,1
395,5,1,300,2,3,2,2,2,0,3,2,1381128,0,84,2,95,99,1,0,119.31,3028951,1191,1159.64,2.19,3035941,71,2643499,116049,7078,4.39,1381128,3028951,11.9,522.46,14.62,58.28,117,1
396,0,0,82,7,7,1,2,4,2,4,4,713811,1,18,3,80,85,2,2,117.45,1552182,134,5326.95,2.17,4843815,85,4984450,394768,59609,7.92,713811,1552182,1.81,143.21,11.93,34.65,166,1
397,1,0,179,2,3,5,2,3,3,1,1,1159218,0,50,3,86,85,1,2,117.4,2520139,1878,617.26,2.17,2894591,98,3435429,256283,8611,7.46,1159218,2520139,4.52,337.43,17.76,49.35,402,1
398,1,2,113,4,7,1,2,3,3,1,3,1329889,0,24,3,85,86,1,2,92.1,2554716,2364,562.56,1.92,4288402,72,1167654,60484,7705,5.18,1329889,2554716,21.99,1138.94,16.63,31.7,84,1
399,2,0,20,0,5,3,1,0,3,3,0,961701,1,29,3,94,99,1,0,97.65,1900802,4143,232.13,1.98,370441,74,2020861,86694,4412,4.29,961701,1900802,11.09,475.89,10.46,52.77,347,1
400,4,4,259,2,4,4,0,3,3,0,1,1157686,0,50,1,100,99,1,0,104.05,2362258,246,4706.04,2.04,1741735,89,3168332,363407,46516,11.47,1157686,2362258,3.19,365.39,12.75,49.12,290,1
401,5,2,32,1,7,2,2,2,1,0,3,554265,1,108,1,78,86,2,2,63.22,904671,2798,198.09,1.63,1641980,90,2460342,225613,20959,9.17,554265,904671,2.46,225.28,5.81,23.11,433,0
402,2,3,132,2,2,2,1,3,2,2,1,1063015,0,81,1,100,97,1,0,139.24,2543157,3206,331.57,2.39,4414875,68,4446923,212118,31881,4.77,1063015,2543157,5.01,239.05,10.0,36.01,491,1
403,0,1,178,0,5,4,2,3,0,0,3,371242,2,74,2,78,81,2,2,80.07,668495,555,668.9,1.8,125400,67,3936224,351111,51753,8.92,371242,668495,1.06,94.31,9.81,22.41,128,1
404,0,0,198,6,0,5,2,2,2,0,1,444668,2,108,2,81,74,2,2,73.86,773099,4193,106.05,1.74,4041963,87,599278,65980,5925,11.01,444668,773099,6.74,742.01,3.65,37.27,466,0
405,0,1,118,1,7,3,2,4,1,3,1,1447618,0,17,2,90,84,1,0,112.29,3073148,4802,301.46,2.12,3125018,60,4178225,308353,26055,7.38,1447618,3073148,4.69,346.47,17.79,55.72,438,1
406,5,3,101,4,4,2,2,2,0,1,2,82206,3,92,1,52,57,0,1,69.89,139659,4474,18.37,1.7,1289017,66,605398,44557,2236,7.36,82206,139659,1.84,135.79,16.78,55.61,322,0
407,5,3,222,3,7,1,2,4,3,2,1,565089,1,62,1,75,70,2,2,96.91,1112716,3248,173.98,1.97,2537553,92,954746,89555,9582,9.38,565089,1112716,6.31,591.87,17.99,64.83,325,1
408,5,4,144,7,0,2,2,2,2,1,0,676107,1,89,1,82,85,2,2,68.45,1138902,653,1035.39,1.68,2642054,87,3909610,273672,27011,7.0,676107,1138902,2.47,172.93,15.52,30.4,320,0
409,1,4,286,0,0,4,2,1,0,3,4,1150063,0,54,1,96,97,1,0,108.35,2396156,3398,338.45,2.08,762490,98,4947508,309219,37168,6.25,1150063,2396156,3.72,232.45,7.76,63.36,223,1
410,4,4,133,3,4,5,0,3,0,0,0,520876,1,37,2,85,78,1,2,82.91,952734,3935,132.37,1.83,1809600,69,3671553,160446,28094,4.37,520876,952734,3.25,141.87,3.23,68.73,206,1
411,5,0,149,7,0,1,2,3,2,4,2,656591,1,77,1,92,99,1,0,118.46,1434388,2085,314.91,2.18,2866739,74,1115077,23082,3725,2.07,656591,1434388,28.45,588.83,6.55,23.36,70,1
412,1,5,172,3,7,2,2,1,3,1,1,475942,2,111,2,63,70,0,1,70.75,812670,3578,133.02,1.71,2918395,78,2638579,170979,17132,6.48,475942,812670,2.78,180.38,4.97,30.15,182,1
413,3,2,274,1,0,1,2,2,1,4,1,579260,1,54,3,87,94,1,2,87.99,1088950,4553,127.23,1.88,4778294,66,4953610,400747,20357,8.09,579260,1088950,1.45,116.94,11.52,34.01,77,0
414,5,0,134,6,0,0,2,4,3,0,1,1117441,0,56,3,88,95,1,2,112.21,2371321,895,1248.54,2.12,1858032,77,1624211,133834,14895,8.24,1117441,2371321,8.35,687.99,12.99,61.77,62,1
415,5,4,160,1,0,4,2,1,3,2,3,1393629,0,54,0,85,79,1,2,74.95,2438153,3594,387.77,1.75,540256,76,3830780,300716,5894,7.85,1393629,2438153,4.63,363.8,2.04,29.62,390,0
416,3,4,212,1,0,5,2,0,1,1,4,1396848,0,29,3,92,98,1,0,86.42,2604004,3209,435.29,1.86,502181,81,3760092,133859,13292,3.56,1396848,2604004,10.44,371.49,5.01,40.59,477,1
417,4,5,300,0,5,4,0,1,0,3,4,609202,1,88,1,80,87,2,2,92.91,1175211,3164,192.54,1.93,190461,78,4346752,129967,16583,2.99,609202,1175211,4.69,140.15,10.5,43.55,455,1
418,3,3,217,5,2,5,2,1,0,2,1,628795,1,77,1,86,86,1,2,88.13,1182952,3771,166.74,1.88,1014266,61,2074747,122825,8634,5.92,628795,1182952,5.12,303.07,2.87,47.92,321,0
419,3,0,197,6,0,2,2,1,1,2,4,277306,2,27,2,73,75,2,2,65.69,459468,4161,66.64,1.66,322956,93,4900924,486661,77135,9.93,277306,459468,0.57,56.58,15.09,60.7,200,1
420,1,1,142,3,1,4,2,1,0,0,0,220193,2,26,2,82,81,2,2,107.98,457957,2685,82.01,2.08,3391965,68,1125975,108881,7142,9.67,220193,457957,2.02,195.56,3.22,26.14,370,1
421,4,1,204,6,7,3,0,4,0,2,4,297655,2,67,3,90,98,1,0,104.55,608853,3609,82.48,2.05,3190133,74,2221352,242349,4677,10.91,297655,608853,1.23,134.0,2.25,49.64,417,1
422,0,5,273,3,3,2,2,3,2,1,4,1225905,0,118,2,87,83,1,2,111.07,2587517,4432,276.6,2.11,1858664,99,1174142,93344,7206,7.95,1225905,2587517,13.13,1044.09,3.52,61.02,158,1
423,4,1,100,4,0,2,0,4,0,3,0,706477,1,54,0,80,87,2,2,89.55,1339127,2478,285.1,1.9,4093071,95,3041299,272500,11881,8.96,706477,1339127,2.59,232.29,3.92,22.06,490,0
424,4,4,163,6,4,1,0,4,0,0,2,126214,2,37,3,71,76,2,2,68.24,212342,1105,114.22,1.68,3761327,80,1082532,63869,7274,5.9,126214,212342,1.98,116.59,7.29,31.46,456,1
425,3,2,168,4,7,0,2,0,0,0,4,683012,1,38,1,78,77,2,2,105.1,1400857,960,711.47,2.05,4163889,73,1333213,97857,4609,7.34,683012,1400857,6.98,512.31,17.73,62.36,85,1
426,5,2,96,5,5,5,2,3,3,2,1,1421961,0,116,0,85,78,1,2,72.37,2451034,2406,591.01,1.72,858432,65,2893633,137447,24011,4.75,1421961,2451034,10.35,491.41,8.12,68.36,115,1
427,3,3,188,5,6,4,2,1,2,2,1,602467,1,78,2,79,75,2,2,108.39,1255480,2341,257.35,2.08,3560522,94,2920457,112145,16732,3.84,602467,1255480,5.37,206.29,16.75,31.15,376,1
428,3,4,1,1,4,1,2,3,3,4,2,1424670,0,51,3,97,98,1,0,87.24,2667552,1469,969.82,1.87,4703716,84,3709084,319352,9899,8.61,1424670,2667552,4.46,384.1,9.12,36.26,465,0
429,4,4,233,3,1,0,0,1,3,4,4,701000,1,66,2,86,89,1,2,99.94,1401579,3183,220.23,2.0,4679553,86,1978869,213322,18281,10.78,701000,1401579,3.29,354.24,7.01,52.13,362,1
430,5,1,80,7,4,5,2,4,3,0,1,224800,2,56,2,70,72,2,2,58.89,357184,3455,65.07,1.59,1181261,83,2765406,217637,25811,7.87,224800,357184,1.03,81.29,4.14,67.44,210,1
431,2,4,278,1,7,0,1,0,3,2,1,383960,2,78,1,70,63,2,2,92.8,740274,1185,324.02,1.93,2811896,86,59373,6079,118,10.24,383960,740274,63.16,6466.91,13.0,65.93,202,0
432,3,3,88,0,5,2,2,3,2,4,4,1237972,0,71,3,88,87,1,2,75.04,2166946,832,1487.95,1.75,458551,69,85712,7688,507,8.97,1237972,2166946,161.03,14443.39,11.47,27.92,110,0
433,1,4,60,5,3,0,2,3,2,0,2,409809,2,43,1,62,60,0,1,63.66,670693,2910,140.83,1.64,4065898,84,762171,15090,926,1.98,409809,670693,27.16,537.69,10.04,65.22,72,0
434,0,1,80,5,2,0,2,2,2,4,1,675780,1,15,0,83,89,2,2,99.92,1351019,4081,165.59,2.0,957084,80,3150342,248246,14919,7.88,675780,1351019,2.72,214.51,15.91,53.2,185,1
435,2,2,118,1,0,3,1,4,0,1,2,519168,1,26,2,78,76,2,2,76.66,917162,2386,217.59,1.77,404534,86,657815,73609,10069,11.19,519168,917162,7.05,789.23,4.51,62.43,393,1
436,3,4,100,2,6,1,2,0,0,4,4,214426,2,65,0,79,84,2,2,75.0,375245,2595,82.63,1.75,2531511,83,2363926,70208,12532,2.97,214426,375245,3.05,90.71,16.49,22.07,286,1
437,4,3,174,3,7,0,0,3,3,4,0,441093,2,24,2,70,76,2,2,89.93,837767,3883,113.6,1.9,826500,72,2880089,114627,10855,3.98,441093,837767,3.85,153.15,14.19,45.21,481,0
438,1,5,211,5,7,2,2,0,0,4,1,205151,2,78,0,87,93,1,2,77.8,364758,2745,74.74,1.78,3506088,76,3845942,176913,2812,4.6,205151,364758,1.16,53.34,17.58,61.75,300,0
439,0,4,246,1,3,5,2,0,2,3,1,770854,1,58,3,76,72,2,2,111.03,1626733,2987,258.07,2.11,670825,77,212855,15751,1033,7.4,770854,1626733,48.94,3621.5,3.59,38.49,366,1
440,3,2,161,1,3,1,2,4,0,1,4,952714,1,20,1,95,93,1,0,116.9,2066436,3480,273.77,2.17,2318973,98,4960074,284212,40471,5.73,952714,2066436,3.35,192.08,11.63,30.66,462,1
441,0,0,91,4,0,2,2,3,2,4,0,1280438,0,67,1,91,96,1,0,90.35,2437313,3383,378.49,1.9,687943,76,2364205,53903,6872,2.28,1280438,2437313,23.75,541.59,10.43,67.96,181,1
442,5,4,157,2,5,3,2,3,0,1,3,126392,2,51,1,61,53,0,1,63.86,207105,3832,32.98,1.64,3297258,82,4062716,351831,59881,8.66,126392,207105,0.36,31.11,4.04,35.13,186,1
443,4,2,87,4,3,2,0,4,0,0,1,1399358,0,45,0,95,94,1,0,90.26,2662418,4168,335.74,1.9,1804479,98,4223296,89111,8741,2.11,1399358,2662418,15.7,331.34,2.85,62.12,116,0
444,5,2,95,7,3,2,2,4,2,0,3,971753,1,49,3,84,79,2,2,104.27,1984999,3858,251.88,2.04,1916285,70,3128670,168009,4838,5.37,971753,1984999,5.78,310.6,15.75,36.31,41,1
445,1,0,227,6,0,2,2,3,3,3,0,467392,2,25,1,71,78,2,2,62.36,758857,1177,397.1,1.62,3399413,81,1402411,141643,23583,10.1,467392,758857,3.3,333.28,3.99,63.39,310,1
446,4,5,40,6,7,2,0,1,1,2,1,1325848,0,55,1,90,89,1,0,124.38,2974937,723,1833.81,2.24,4358227,83,867481,79114,1637,9.12,1325848,2974937,16.76,1528.39,4.03,41.56,106,1
447,3,0,88,6,6,0,2,0,1,0,2,530506,1,47,1,88,89,1,2,104.58,1085309,259,2048.29,2.05,3804014,73,180677,12972,814,7.18,530506,1085309,40.9,2936.21,7.0,58.87,303,1
448,2,2,164,0,3,1,1,0,2,0,2,551451,1,66,0,80,78,2,2,103.09,1119941,935,589.79,2.03,4675482,89,2004519,105237,3578,5.25,551451,1119941,5.24,275.1,16.2,45.18,113,1
449,5,3,159,4,6,3,2,2,0,0,2,1438443,0,67,1,89,88,1,2,72.71,2484334,2701,532.56,1.73,4563760,63,1482798,39738,6044,2.68,1438443,2484334,36.2,970.09,2.82,49.38,402,1
450,5,0,60,3,7,0,2,2,0,4,3,1128754,0,43,2,98,90,1,0,142.2,2733842,1763,640.25,2.42,113552,74,155211,1971,247,1.27,1128754,2733842,572.68,7272.38,11.64,22.78,225,1
451,4,2,200,4,2,0,0,3,1,3,0,976518,1,120,1,84,88,2,2,85.97,1816030,963,1014.04,1.86,3547267,82,4173749,244999,27366,5.87,976518,1816030,3.99,233.97,7.5,63.15,34,1
452,2,5,99,5,2,4,1,4,0,2,3,173145,2,46,1,65,70,0,1,53.06,265015,4583,37.78,1.53,2185756,75,3543467,354346,55171,10.0,173145,265015,0.49,48.86,7.74,65.75,494,1
453,2,5,125,2,7,0,1,0,3,4,4,817122,1,47,3,78,84,2,2,115.56,1761388,486,1681.32,2.16,2377282,96,1364527,65770,8635,4.82,817122,1761388,12.42,598.83,15.95,59.85,293,1
454,4,3,82,5,5,4,0,2,0,2,2,73974,3,114,3,65,59,0,1,95.58,144678,5000,14.79,1.96,3459038,96,2336846,233684,36945,10.0,73974,144678,0.32,31.66,2.35,69.9,227,1
455,3,2,297,7,1,0,2,1,3,3,1,786460,1,79,3,86,79,1,2,69.99,1336903,4588,171.42,1.7,3375890,86,3653838,134826,17648,3.69,786460,1336903,5.83,215.24,10.07,50.51,393,1
456,4,2,139,7,4,1,0,2,1,3,1,976306,1,29,1,76,77,2,2,82.84,1785077,257,3798.86,1.83,3965793,62,1212676,95801,11984,7.9,976306,1785077,10.19,805.08,12.36,39.06,304,1
457,1,2,141,3,1,0,2,1,0,1,2,592424,1,72,2,87,83,1,2,80.52,1069443,3514,168.59,1.81,3027561,100,226937,17451,2615,7.69,592424,1069443,33.95,2610.52,2.53,21.23,48,1
458,0,5,246,6,0,3,2,2,3,1,3,1177346,0,99,3,90,96,1,0,109.4,2465362,987,1192.85,2.09,2142429,86,3432625,114306,9407,3.33,1177346,2465362,10.3,342.99,2.54,22.05,472,1
459,0,2,66,7,4,0,2,2,2,0,3,1121245,0,58,0,98,99,1,0,86.81,2094597,1145,979.25,1.87,1064192,71,1487063,85952,9067,5.78,1121245,2094597,13.05,754.0,17.85,47.71,362,1
460,1,2,12,5,1,1,2,3,3,4,4,751410,1,21,2,79,85,2,2,105.9,1547153,894,840.5,2.06,3220405,86,4476685,46557,3100,1.04,751410,1547153,16.14,167.85,17.37,20.83,192,1
461,0,1,153,6,2,4,2,2,3,1,0,449980,2,46,1,89,86,1,2,101.24,905539,4033,111.57,2.01,2684553,73,2222653,41341,6391,1.86,449980,905539,10.88,202.45,8.47,37.68,47,1
462,5,2,53,3,1,5,2,4,2,4,3,1423218,0,49,2,86,83,1,2,102.53,2882443,3193,445.73,2.03,554070,89,4157342,119731,19540,2.88,1423218,2882443,11.89,342.34,5.66,68.72,373,1
463,1,2,125,1,5,3,2,1,1,0,0,163352,2,90,1,75,79,2,2,100.21,327047,3743,43.64,2.0,4013617,81,1769344,34325,3236,1.94,163352,327047,4.76,92.32,9.07,25.08,135,1
464,4,1,128,3,5,5,0,0,1,1,3,765937,1,31,3,91,99,1,0,116.41,1657564,3567,214.73,2.16,4620143,73,1950547,66513,2374,3.41,765937,1657564,11.52,392.68,13.6,29.11,263,1
465,2,0,115,7,7,2,1,3,1,1,3,437109,2,56,1,71,71,2,2,98.18,866262,273,1601.13,1.98,3444756,61,2357995,211747,21894,8.98,437109,866262,2.06,185.37,13.69,44.79,497,1
466,2,4,215,6,1,0,1,2,2,3,2,122629,2,88,0,83,80,2,2,116.57,265577,1723,71.17,2.17,1878193,60,2450657,126208,17782,5.15,122629,265577,0.97,50.04,2.63,50.49,400,1
467,3,5,19,4,4,3,2,3,1,0,3,194803,2,69,1,88,92,1,2,71.9,334866,2083,93.52,1.72,3734901,97,2179695,21796,588,1.0,194803,334866,8.94,89.37,5.1,41.8,276,0
468,2,1,298,4,5,0,1,1,1,2,2,1379018,0,64,1,87,90,1,2,125.92,3115477,3302,417.63,2.26,1133212,93,775151,9301,463,1.2,1379018,3115477,148.27,1779.03,9.0,29.29,133,1
469,5,1,296,2,1,1,2,1,0,1,4,806087,1,80,2,84,86,2,2,124.97,1813453,4515,178.54,2.25,1792132,73,4112434,49349,8868,1.2,806087,1813453,16.33,196.01,14.82,61.35,403,1
470,0,3,102,0,5,1,2,3,1,4,2,866894,1,119,0,91,96,1,0,110.67,1826285,1914,452.92,2.11,4218194,100,3924638,139324,13249,3.55,866894,1826285,6.22,220.89,14.24,41.92,297,1
471,1,4,146,2,5,2,2,1,0,2,3,549371,1,15,1,83,80,2,2,97.01,1082315,3878,141.66,1.97,912553,84,3305382,195348,12951,5.91,549371,1082315,2.81,166.2,15.72,30.85,92,1
472,2,5,275,6,5,2,1,1,1,0,2,195612,2,52,2,63,56,0,1,88.53,368787,1159,168.78,1.89,4896211,84,4275034,450588,24466,10.54,195612,368787,0.43,45.76,17.7,43.93,117,0
473,1,0,252,5,0,3,2,3,1,3,2,941269,1,36,3,92,89,1,0,102.96,1910399,3052,308.41,2.03,1692189,95,1081385,22709,2990,2.1,941269,1910399,41.45,870.43,13.44,52.63,124,1
474,3,0,183,4,6,1,2,0,2,1,1,1297078,0,38,3,88,91,1,2,73.41,2249262,4360,297.49,1.73,4526849,79,3007043,86302,1803,2.87,1297078,2249262,15.03,431.35,16.38,26.85,443,0
475,2,1,171,5,7,5,1,1,0,2,4,983171,1,72,2,92,96,1,0,123.31,2195519,3198,307.43,2.23,3766755,78,351049,15516,2634,4.42,983171,2195519,63.36,2800.67,7.36,69.85,282,1
476,2,4,237,1,1,2,1,2,3,3,4,750300,1,61,1,79,87,2,2,96.27,1472613,519,1445.66,1.96,4623604,100,3467248,330082,26769,9.52,750300,1472613,2.27,216.4,8.57,27.99,202,1
477,3,1,108,0,5,3,2,1,1,2,4,456921,2,85,0,64,64,0,1,89.33,865088,2890,158.1,1.89,1043203,64,2945111,292155,19019,9.92,456921,865088,1.56,155.15,6.83,59.02,379,0
478,1,1,244,4,4,3,2,2,0,0,0,676877,1,114,0,87,86,1,2,119.24,1483985,629,1076.12,2.19,3594064,63,2166798,201728,17509,9.31,676877,1483985,3.36,312.39,9.96,25.65,243,1
479,2,1,52,7,3,4,1,2,2,1,2,1320467,0,55,2,91,98,1,0,86.27,2459633,3300,400.14,1.86,4744348,95,2944873,160201,15859,5.44,1320467,2459633,8.24,448.4,10.21,60.1,57,1
480,2,3,84,3,5,5,1,3,3,1,3,975591,1,106,1,79,79,2,2,91.43,1867573,469,2080.15,1.91,3211201,76,4816775,47686,3500,0.99,975591,1867573,20.46,202.54,7.25,45.62,37,0
481,2,3,130,7,0,5,1,1,3,2,4,187754,2,85,1,73,79,2,2,103.25,381610,3705,50.68,2.03,2048903,84,238980,9893,1306,4.14,187754,381610,18.98,785.65,4.69,28.75,290,1
482,2,0,235,2,7,4,1,2,0,3,0,1338583,0,73,3,96,91,1,0,86.4,2495118,3269,409.48,1.86,164380,69,3389395,78295,11908,2.31,1338583,2495118,17.1,394.93,13.72,49.23,306,1
483,4,1,297,3,3,4,0,1,1,2,3,522042,1,120,2,77,81,2,2,78.94,934141,4458,117.1,1.79,2213219,61,565493,19396,1646,3.43,522042,934141,26.91,923.16,12.66,61.92,249,0
484,2,3,61,2,0,3,1,2,0,0,0,96389,3,113,2,59,66,0,1,67.87,161808,2812,34.28,1.68,3700633,69,1123666,68206,9978,6.07,96389,161808,1.41,85.78,13.28,55.53,450,1
485,1,4,129,1,3,1,2,1,0,0,3,628561,1,44,0,77,79,2,2,93.96,1219156,3881,161.96,1.94,4371265,72,4905426,160897,5663,3.28,628561,1219156,3.91,128.14,4.82,52.75,455,0
486,3,5,290,4,4,3,2,0,2,2,4,477382,2,30,2,63,66,0,1,72.17,821908,2388,199.91,1.72,3141808,64,412252,28074,488,6.81,477382,821908,17.0,1157.99,6.46,60.0,79,0
487,4,5,195,6,2,2,0,2,1,2,2,838981,1,46,2,90,84,1,0,97.99,1661098,2664,314.93,1.98,263092,80,2232191,94644,16515,4.24,838981,1661098,8.86,375.86,9.19,38.32,93,1
488,1,2,140,7,1,5,2,4,3,4,2,568222,1,93,0,85,86,1,2,89.26,1075416,1298,437.77,1.89,4619704,62,3350733,305586,14637,9.12,568222,1075416,1.86,169.58,5.24,28.65,329,0
489,0,2,289,4,1,4,2,1,3,1,3,234831,2,24,2,78,78,2,2,111.35,496315,2224,105.59,2.11,2853252,82,3784480,252803,21235,6.68,234831,496315,0.93,62.05,16.67,69.45,67,1
490,3,2,99,0,7,5,2,4,3,3,0,987594,1,24,1,95,91,1,0,139.59,2366176,3067,322.01,2.4,1717106,98,4786344,294838,51626,6.16,987594,2366176,3.35,206.34,17.66,31.13,443,1
491,5,3,182,1,7,5,2,3,2,0,0,1278755,0,27,2,98,94,1,0,100.58,2564926,1414,904.35,2.01,98546,74,2423317,269957,45865,11.14,1278755,2564926,4.74,527.69,3.0,38.63,239,1
492,2,0,155,5,3,1,1,0,0,0,4,951801,1,39,1,83,78,2,2,84.25,1753693,3689,258.01,1.84,4843988,66,2179107,213988,36527,9.82,951801,1753693,4.45,436.78,15.89,26.94,402,1
493,4,0,230,4,1,1,0,1,1,4,4,159993,2,63,1,69,70,0,1,97.53,316034,4810,33.26,1.98,4088525,97,978139,14476,652,1.48,159993,316034,11.05,163.57,5.27,63.61,30,1
494,1,5,111,2,4,1,2,1,1,2,2,134588,2,101,1,77,81,2,2,84.11,247789,3610,37.28,1.84,3405116,68,1816984,37793,4837,2.08,134588,247789,3.56,74.07,6.62,65.75,381,1
495,3,5,80,5,1,0,2,0,2,0,1,313055,2,23,1,87,82,1,2,73.01,541616,2487,125.88,1.73,1183846,63,2426899,257493,36770,10.61,313055,541616,1.22,128.99,13.63,25.08,127,1
496,3,0,185,3,1,1,2,1,2,2,4,760870,1,60,1,81,80,2,2,97.54,1503022,4300,176.95,1.98,2295137,60,64578,2434,338,3.77,760870,1503022,312.6,11782.19,12.12,60.37,134,1
497,5,2,42,0,6,0,2,0,0,2,1,965787,1,19,1,79,71,2,2,88.58,1821281,3902,247.51,1.89,3925987,62,3978828,468308,48844,11.77,965787,1821281,2.06,242.73,13.43,50.29,201,1
498,5,4,75,4,6,0,2,0,2,4,2,1383174,0,97,1,88,94,1,2,81.04,2504098,1889,732.23,1.81,4029036,64,3933983,391824,16143,9.96,1383174,2504098,3.53,351.6,6.19,46.53,452,0
499,4,4,239,1,2,4,0,3,0,1,2,759868,1,80,0,94,98,1,0,127.32,1727331,4561,166.6,2.27,3283162,62,3697120,282090,30465,7.63,759868,1727331,2.69,205.53,9.44,36.5,213,1
500,0,5,43,3,7,3,2,1,1,1,3,343667,2,15,2,87,95,1,2,70.29,585230,1754,195.93,1.7,3166678,78,3657773,185814,25456,5.08,343667,585230,1.85,93.96,13.96,41.57,301,1
501,0,2,81,2,4,4,2,3,0,3,0,1399816,0,113,0,92,84,1,0,112.2,2970409,104,13459.77,2.12,3117912,73,1355012,53929,4519,3.98,1399816,2970409,25.96,1033.07,13.73,59.2,253,1
502,1,3,121,5,2,3,2,4,0,0,0,881106,1,45,3,79,83,2,2,69.28,1491536,3024,291.37,1.69,1233608,65,3189491,60919,10185,1.91,881106,1491536,14.46,276.25,3.57,56.18,182,1
503,3,0,190,6,5,5,2,1,3,0,2,1245610,0,17,2,95,96,1,0,98.7,2475027,3346,372.27,1.99,4197716,82,2640577,71295,3650,2.7,1245610,2475027,17.47,471.72,11.99,50.06,33,1
504,3,5,287,2,0,3,2,1,0,0,0,867513,1,70,0,95,90,1,0,94.04,1683322,3511,247.08,1.94,4284880,72,2021563,201751,5891,9.98,867513,1683322,4.3,429.13,13.89,45.37,447,0
505,4,4,282,2,2,2,0,4,3,3,4,1055117,0,73,0,100,92,1,0,92.26,2028567,2690,392.24,1.92,2399380,99,1406251,47250,2130,3.36,1055117,2028567,22.33,750.3,3.78,31.04,423,0
506,0,2,126,0,6,4,2,2,2,2,2,1131539,0,40,1,98,93,1,0,85.08,2094252,4980,227.22,1.85,4009429,77,3044577,325160,39376,10.68,1131539,2094252,3.48,371.66,9.46,26.9,389,1
507,5,1,259,4,6,5,2,0,3,4,2,71798,3,89,2,56,53,0,1,51.49,108766,3926,18.29,1.51,3068322,61,676753,57388,5635,8.48,71798,108766,1.25,106.09,11.03,25.46,84,0
508,0,3,297,7,1,1,2,1,0,4,0,249806,2,35,2,83,89,2,2,80.9,451899,3978,62.8,1.81,4017579,70,1327233,51894,3788,3.91,249806,451899,4.81,188.22,17.31,62.8,110,0
509,0,3,144,6,5,4,2,2,1,3,2,56541,3,82,2,58,66,0,1,46.4,82776,203,278.53,1.46,4773741,75,898774,31726,1500,3.53,56541,82776,1.78,62.91,3.27,61.54,49,0
510,3,1,202,3,0,1,2,2,3,0,3,438478,2,100,1,72,67,2,2,105.6,901510,541,810.5,2.06,1274958,77,4817422,243761,29763,5.06,438478,901510,1.8,91.02,3.56,23.21,459,1
